,labels,content_clean,mapping
7487,0,"democratic party has moved so far to the left, icons such as jfk and martin luther king would be considered too conservative for these zealots. do they understand what they are doing to this country?see issues potus  maga  kag  walkaway  nodaca  trump  votered  buildthewall ",not-hate
7488,0,no one fucking assumes rape is going to happen you stupid lil bitch ,not-hate
7489,1,"italian people love savini. 500.000 illigal refugees stay in italia. savini says, they should prepare their suitcases to leave, otherwise the have to leave without.he also will stop the ngos to rescue refugees. we will see what will happen. ",hate
7490,0,"ram demon covered in wax who only mutilates politicians. 6 10, might eat you red heart︎ ",not-hate
7491,1,i only nap so that the time between not drinking and drinking again comes faster ,hate
7492,1,when you are at your ugly friends bachelorette party and you can not even get a text back ,hate
7493,1,they really need nerf down bitch ass symmetra with her little who are ass turrets ,hate
7494,1,"when the media says a counter protest was organized by a coalition of labor unions, immigrant rights groups and artists, what they mean is communists, illegal aliens and unemployed leftist deadbeats. ",hate
7495,1,"you are not a real bitch unless you suckin dick , stfu ",hate
7496,0,antonio sabato jr  I am an immigrant and i support trump’s wall  video  ,not-hate
7497,0, when fear grips a nation after welcoming with a smile then the visitors turn around and rape and laugh then immigration says no ,not-hate
7498,0,ice officers arrest 32 sex offenders on long island as part of 'operation soar'  securetheborder ,not-hate
7499,1, you people  r pos. liars. more fake news. you should offer 5 women to obama. w that skank wife he has he would take the offer. ,hate
7500,0,i do not really appreciate some of you that participated in “fine women friday”   this is my personal opinion though and your granny a hoe... ,not-hate
7501,1,not about any girl who tries to pursue a guy who has a girlfriend. skank ,hate
7502,0,"hoes swear a nigga switch up when he up, naw bitch we just remember all the spiteful hoe shit you was on, fuck on. ",not-hate
7503,1, I would love to lick your pussy before and after a big black cock has fucked it! I am in northwest indiana hmu if you need a cuckold!!! ,hate
7504,1,when somebody says 'happy hump day' ,hate
7505,1,"* croatia ðÿ‡­ðÿ‡·   the croatian authorities, surprisingly, reject the eu’s bid of 6,000 euros per migrant.  ðÿ‘  v4  visegrad ",hate
7506,1,"      75  of illegal aliens commit felons such as id, ssn and welfare theft illegal  immigration is not a victimless crime ! ",hate
7507,0,maybe italians see this as  the only effective way to purge italy from  illegalimmigration ,not-hate
7508,1,when you spend hours doing your makeup perfectly and bae cancels on you last minute ,hate
7509,1,if superman were real rn i would make his bitch ass spin around the earth or threaten to rape lois lane laughing out loud i would go that far for cod laughing out loud ,hate
7510,0," face with tears of joyat least now you know, not all men like this but maybe go a lil easier on the ones shooting with w… ",not-hate
7511,1,"us immigrants 'living in fear' of trump's deportation drive   aliens should live in fear in a country where they should not be.they broke the law, get out. ok i.c.e. will come for you. do not cry you have been here long enough now go home. ",hate
7512,1, stop the immigration of all 40 muslimcountries quick. ,hate
7513,1,as far as i am concerned  refugees not welcome . ,hate
7514,0,how i feel when I am drunk at the bar buying everyone shots ,not-hate
7515,1,it is way overdue to admit europe can not take all of the migrants which are trying to get there. nor can places like canada.       please look at this dramatic graphic demonstration... ,hate
7516,0,some  immigrant children may never be re united with their parents. the  trump administration neither cares nor has the wherewithal to fix the problem that trump created. the negligence is criminal.     ,not-hate
7517,1,"trump means that immigration to europe will destroy europe,hes again right. we alive a new president which makes a good job for usa and european rulers have to be his housedogs and make everything what he like. ",hate
7518,1," ann including sen. cory booker as part of your ""most hysterical woman""?? come on now, you cn do better than that. this is so beneath your intellectual acumen and although i disagree with most of what you say, come up with something more original or creative in the future ",hate
7519,1,fifty years from now I will be the woman being wheeled out of the nursing home scream singing “enter sandman” and “immigrant song”. sign of the horns ,hate
7520,0,"help  continue the amazing campaigning, training and frontline support they provide re  the state violence that is  nrpf. no family  and no one  should be forced to live in poverty due to immigration status. if you have any leads on office spaces to rent, let them know! ",not-hate
7521,1,"we were inside the train car when i started to cry. you were crying too, smiling and crying in a way that made me even more hysterical. ",hate
7522,0,for international women's day I would like to offer up my penis to any of you bitches in need of some dick ,not-hate
7523,1,ukrainian migrant workers sent over  800 million from poland in the first quarter ,hate
7524,1,I am on this new diet where i only eat pussy and ass from friday to sunday... it is going well ,hate
7525,0,climate change  refugees  how to protect them  withrefugees      ,not-hate
7526,0,every fine fucking bitch i see is my ex hoe ,not-hate
7527,0, fakenewsmedia  left out one fact those migrants are being treated at you.s taxpayers expense and are public charges ripping off taxpayer treat them then  sendthemback not ! more illegal draining you.s resources not  heretostay  trump  maga   immigration ,not-hate
7528,1,150 â‚¬ is enough to life  a customer declares how this is easy possible. normally refugees should get only bread and water and no money and they should sleep in a tent. ,hate
7529,0,eu28 leaders have agreed on  euco conclusions incl. migration  dollar selling off hard.... eurusd  gbpusd  gbpjpy  nzdusd rallying ,not-hate
7530,1,alastair campbell is another deluded remoaner!the word  hypocrite springs to mind after reading this nonsense! brexit  brexitshambles  brexitmeansbrexit  brexitbetrayal bnp  immigration  immigrationreform  trump  patriot  shadowbanned ,hate
7531,0,corbyn ready to take over task of negotiating brexit ,not-hate
7532,1,"eu is a big spender of taxmoney. turkey gets again many  â‚¬ for keeping the refugees away from europe. of course also other countries in africa want now money from the eu, like libya,sudan aso. the only help would be now concentrationcamps, hopefully without food and water. ",hate
7533,0, being purposefully indignant just because you know how to use a microwave is the notallmen!! argume… ,not-hate
7534,1,happening now! do not miss your chance to attend the immigrant arts and women's empowerment summit hosted by our friends   immigrantartssummit  weareallimmigrants ,hate
7535,0,words i do not likeglobalistdemocratsocialistcommunistislammuslimobamacaredeficitcontinueing resolutioncomprehensive immigration reformnfl ,not-hate
7536,0,"after steinle verdict, rep unveils bill to imprison officials who shelter illegal immigrants ",not-hate
7537,0,sucking dick behind close doors but fucking pussy openly ,not-hate
7538,1,"i called my ex wife a cunt all the time. she acted like i just called her a ""dork"" or something. white women are stupid. ",hate
7539,0,twelve migrant laborers die in italian road crash ,not-hate
7540,0,"  put this under the category    news the msm somehow always manages to missuk  muslim school teaches to kill non muslims  islamic sharia law https   t.co vfhwk62z83remigration 2018   easy come, easy go!!   ",not-hate
7541,0,if before you all start comin @ me like dass esspensive bitch until you watch a mile in my shoes  there is literally holes  you will understand ,not-hate
7542,0,"she blocked me laugh my ass off face with tears of joy well fuck you and your who are of a friend, you are lame and you are a fake ass bitch. later hoe weary face ",not-hate
